CódigoTransação,DataVenda,Mes,Produto,Status,FormaPagamento,Parcelas,ValorParcela,ValorVenda,ValorComissão,ValorTotalVenda,TipoCheckout,Vendedor
PPCPMTB5DH6LF6,2024-02-14 04:52:31,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH6M7I,2024-02-14 05:15:17,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6N8L,2024-02-14 05:44:24,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6N91,2024-02-14 05:44:33,2024-02,Order bump 2,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH6NLI,2024-02-14 05:54:37,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6OI4,2024-02-14 06:09:59,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6OI6,2024-02-14 06:10:00,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH6OM1,2024-02-14 06:12:30,2024-02,Produto principal,Cancelado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6P25,2024-02-14 06:16:26,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH6PNI,2024-02-14 06:27:52,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH70A5,2024-02-14 06:32:44,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH70NN,2024-02-14 06:39:23,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH711D,2024-02-14 06:41:07,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH711F,2024-02-14 06:41:08,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH711I,2024-02-14 06:41:08,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH712K,2024-02-14 06:41:41,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH72AB,2024-02-14 06:55:13,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH72A7,2024-02-14 06:55:13,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH74KM,2024-02-14 07:13:45,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH74KO,2024-02-14 07:13:46,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH76GI,2024-02-14 07:26:11,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH76LL,2024-02-14 07:27:14,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH78HC,2024-02-14 07:36:42,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,6.73,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DH7FE7,2024-02-14 08:12:49,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7FF1,2024-02-14 08:12:57,2024-02,Order bump 1,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH7FFP,2024-02-14 08:12:59,2024-02,Order bump 2,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH7FIN,2024-02-14 08:13:24,2024-02,Produto principal,Rejeitado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7G3G,2024-02-14 08:15:18,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7G40,2024-02-14 08:15:18,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH7G4M,2024-02-14 08:15:33,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7G9D,2024-02-14 08:16:26,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7GAA,2024-02-14 08:16:34,2024-02,Order bump 1,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH7GAO,2024-02-14 08:16:35,2024-02,Order bump 2,Rejeitado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH7HLO,2024-02-14 08:23:17,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7IM0,2024-02-14 08:27:44,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7IM2,2024-02-14 08:27:45,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH7IM1,2024-02-14 08:27:45,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH7KJF,2024-02-14 08:34:44,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH7KJ5,2024-02-14 08:34:44,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH7P8A,2024-02-14 08:52:46,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH820M,2024-02-14 09:01:27,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH832F,2024-02-14 09:02:21,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8A8K,2024-02-14 09:17:54,2024-02,Produto principal,Cancelado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8ABO,2024-02-14 09:18:18,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8ACA,2024-02-14 09:18:19,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH8AH7,2024-02-14 09:18:57,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8H71,2024-02-14 09:32:35,2024-02,Produto principal,Cancelado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8PJJ,2024-02-14 09:52:02,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH8PK5,2024-02-14 09:52:03,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH90OE,2024-02-14 09:54:33,2024-02,Produto principal,Devolvida,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH92JL,2024-02-14 09:58:28,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH97JP,2024-02-14 10:10:10,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH97M6,2024-02-14 10:10:26,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH97MB,2024-02-14 10:10:27,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH97MD,2024-02-14 10:10:28,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH9A4G,2024-02-14 10:17:22,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9A5H,2024-02-14 10:17:32,2024-02,Order bump 2,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH9BK4,2024-02-14 10:22:46,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9F97,2024-02-14 10:34:05,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9F9E,2024-02-14 10:34:06,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH9GAP,2024-02-14 10:37:39,2024-02,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9HME,2024-02-14 10:42:37,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9HML,2024-02-14 10:42:38,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH9HMP,2024-02-14 10:42:38,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH9J4G,2024-02-14 10:46:51,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9JJ4,2024-02-14 10:48:40,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9JJD,2024-02-14 10:48:40,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH9JJH,2024-02-14 10:48:41,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH9K41,2024-02-14 10:50:11,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9KIH,2024-02-14 10:51:53,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9L9E,2024-02-14 10:54:11,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9LP1,2024-02-14 10:56:09,2024-02,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DH9LP0,2024-02-14 10:56:09,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9NK7,2024-02-14 11:02:26,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9NKI,2024-02-14 11:02:27,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH9ON3,2024-02-14 11:06:21,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9ONC,2024-02-14 11:06:22,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DH9OP0,2024-02-14 11:06:37,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DH9OP7,2024-02-14 11:06:38,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHA40J,2024-02-14 11:25:16,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHA5MA,2024-02-14 11:32:30,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHA6I3,2024-02-14 11:36:03,2024-02,Produto principal,Aprovado,Cartão de Crédito,6,17.9,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHA6K5,2024-02-14 11:36:12,2024-02,Order bump 1,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHA6LI,2024-02-14 11:36:13,2024-02,Order bump 2,Rejeitado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHA9P5,2024-02-14 11:47:57,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAANL,2024-02-14 11:51:17,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHAANC,2024-02-14 11:51:17,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHABH8,2024-02-14 11:54:17,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHACMJ,2024-02-14 11:58:30,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHACMC,2024-02-14 11:58:30,2024-02,Produto principal,Aprovado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DHADLA,2024-02-14 12:01:55,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAF9H,2024-02-14 12:07:26,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHAF9B,2024-02-14 12:07:26,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAF9K,2024-02-14 12:07:27,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHAFCB,2024-02-14 12:07:59,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAFHO,2024-02-14 12:08:45,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAFI6,2024-02-14 12:08:45,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHAFIM,2024-02-14 12:08:51,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAFJ2,2024-02-14 12:08:52,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHAFJ6,2024-02-14 12:08:52,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHAHBP,2024-02-14 12:15:41,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAHHB,2024-02-14 12:16:28,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAJ1L,2024-02-14 12:21:39,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAK77,2024-02-14 12:26:41,2024-02,Produto principal,Aprovado,Cartão de Crédito,5,21.17,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAKCM,2024-02-14 12:27:26,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAKN7,2024-02-14 12:28:45,2024-02,Produto principal,Rejeitado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHANFD,2024-02-14 12:39:29,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHANID,2024-02-14 12:39:54,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHANIH,2024-02-14 12:39:55,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHANNH,2024-02-14 12:40:41,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHAOFL,2024-02-14 12:43:36,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHB05K,2024-02-14 12:50:11,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHB060,2024-02-14 12:50:11,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHB05L,2024-02-14 12:50:11,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHB12E,2024-02-14 12:53:41,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHB130,2024-02-14 12:53:44,2024-02,Order bump 1,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHB13F,2024-02-14 12:53:47,2024-02,Order bump 2,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHB4H7,2024-02-14 13:08:05,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHB4GN,2024-02-14 13:08:05,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DHB5DF,2024-02-14 13:11:35,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHB5IE,2024-02-14 13:12:18,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHB811,2024-02-14 13:21:17,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHB80N,2024-02-14 13:21:17,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHB812,2024-02-14 13:21:18,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHB87E,2024-02-14 13:22:19,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHB87G,2024-02-14 13:22:20,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHB8GD,2024-02-14 13:23:54,2024-02,Produto principal,Expirado,Pix,1,67.0,67.0,62.72,"67,00",default,Produtor
PPCPMTB5DHB8GI,2024-02-14 13:23:54,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHB8GK,2024-02-14 13:23:55,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHBA0H,2024-02-14 13:30:12,2024-02,Produto principal,Aprovado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBA4J,2024-02-14 13:30:40,2024-02,Produto principal,Cancelado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBBKB,2024-02-14 13:37:39,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBD88,2024-02-14 13:43:49,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBD8H,2024-02-14 13:43:49,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHBDKL,2024-02-14 13:45:59,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBE79,2024-02-14 13:48:17,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBE7C,2024-02-14 13:48:18,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHBE7A,2024-02-14 13:48:18,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHBEN0,2024-02-14 13:51:05,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBG2G,2024-02-14 13:56:11,2024-02,Produto principal,Aprovado,Cartão de Crédito,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBG35,2024-02-14 13:56:15,2024-02,Order bump 1,Aprovado,Cartão de Crédito,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHBJD7,2024-02-14 14:10:47,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBK9D,2024-02-14 14:14:29,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBL9A,2024-02-14 14:18:52,2024-02,Produto principal,Cancelado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBLLE,2024-02-14 14:20:47,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBP7H,2024-02-14 14:36:08,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBPCM,2024-02-14 14:36:48,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBPD2,2024-02-14 14:36:49,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHBPKF,2024-02-14 14:38:06,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHBPKI,2024-02-14 14:38:07,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHC045,2024-02-14 14:39:59,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHC042,2024-02-14 14:39:59,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC047,2024-02-14 14:40:00,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHC100,2024-02-14 14:44:03,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC2G9,2024-02-14 14:51:29,2024-02,Produto principal,Devolvida,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC3N7,2024-02-14 14:57:15,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC3NB,2024-02-14 14:57:16,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHC5C7,2024-02-14 15:04:29,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC5CF,2024-02-14 15:04:30,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHC5CJ,2024-02-14 15:04:30,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHC5L2,2024-02-14 15:05:56,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC67I,2024-02-14 15:08:06,2024-02,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC69K,2024-02-14 15:08:29,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC6A0,2024-02-14 15:08:29,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHC6LG,2024-02-14 15:10:29,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC7HG,2024-02-14 15:13:58,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC7PM,2024-02-14 15:15:42,2024-02,Produto principal,Rejeitado,Cartão de Crédito,12,9.74,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC8F2,2024-02-14 15:18:53,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHC959,2024-02-14 15:21:58,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHCC29,2024-02-14 15:36:07,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHCC5H,2024-02-14 15:36:44,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHCC5K,2024-02-14 15:36:44,2024-02,Order bump 1,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHCC5O,2024-02-14 15:36:45,2024-02,Order bump 2,Aprovado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHCF2P,2024-02-14 15:50:31,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHCFA0,2024-02-14 15:51:42,2024-02,Produto principal,Aprovado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHCG8P,2024-02-14 15:56:05,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHCG9J,2024-02-14 15:56:06,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHCKI9,2024-02-14 16:16:16,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
PPCPMTB5DHCKID,2024-02-14 16:16:16,2024-02,Order bump 1,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHCKIF,2024-02-14 16:16:17,2024-02,Order bump 2,Expirado,Pix,1,9.99,9.99,8.5,"9,99",orderbump,Produtor
PPCPMTB5DHCKP2,2024-02-14 16:17:36,2024-02,Produto principal,Expirado,Pix,1,97.0,97.0,91.25,"97,00",default,Produtor
